[2018-06-27 23:07:58,670] [train] [INFO] epoch=0.00 step=100, 2.0602 examples/sec lr=0.000100, loss=209.962, loss_ll=41.7882, loss_ll_paf=69.8435, loss_ll_heat=13.733, q=1000
[2018-06-28 08:21:39,364] [train] [INFO] epoch=1.00 step=13000, 6.1181 examples/sec lr=0.000100, loss=68.1926, loss_ll=11.7944, loss_ll_paf=19.9977, loss_ll_heat=3.59121, q=1000
[2018-06-28 08:26:19,653] [train] [INFO] epoch=1.00 step=13100, 6.1148 examples/sec lr=0.000100, loss=66.8793, loss_ll=11.8246, loss_ll_paf=20.4505, loss_ll_heat=3.19874, q=1000
[2018-06-28 08:30:29,600] [train] [INFO] epoch=1.00 step=13200, 6.1169 examples/sec lr=0.000100, loss=63.9077, loss_ll=11.3262, loss_ll_paf=19.2203, loss_ll_heat=3.432, q=1000
[2018-06-28 08:34:44,012] [train] [INFO] epoch=1.00 step=13300, 6.1181 examples/sec lr=0.000100, loss=40.5738, loss_ll=6.39706, loss_ll_paf=10.2875, loss_ll_heat=2.50659, q=1000
[2018-06-28 08:38:54,555] [train] [INFO] epoch=1.00 step=13400, 6.1200 examples/sec lr=0.000100, loss=67.3749, loss_ll=11.7562, loss_ll_paf=20.7669, loss_ll_heat=2.74559, q=1000
[2018-06-28 08:43:09,342] [train] [INFO] epoch=1.00 step=13500, 6.1212 examples/sec lr=0.000100, loss=55.8771, loss_ll=9.44853, loss_ll_paf=16.0085, loss_ll_heat=2.8886, q=1000
[2018-06-28 08:47:23,060] [train] [INFO] epoch=1.00 step=13600, 6.1225 examples/sec lr=0.000100, loss=45.7343, loss_ll=7.42582, loss_ll_paf=12.7131, loss_ll_heat=2.13856, q=1000
[2018-06-28 08:51:36,431] [train] [INFO] epoch=1.00 step=13700, 6.1239 examples/sec lr=0.000100, loss=60.9129, loss_ll=10.5402, loss_ll_paf=17.5752, loss_ll_heat=3.5051, q=1000
[2018-06-28 08:55:52,708] [train] [INFO] epoch=1.00 step=13800, 6.1247 examples/sec lr=0.000100, loss=50.4848, loss_ll=8.7602, loss_ll_paf=13.9665, loss_ll_heat=3.55394, q=1000
[2018-06-28 09:00:10,122] [train] [INFO] epoch=1.00 step=13900, 6.1254 examples/sec lr=0.000100, loss=36.1367, loss_ll=6.38096, loss_ll_paf=10.6203, loss_ll_heat=2.14167, q=1000
[2018-06-28 09:04:22,883] [train] [INFO] epoch=1.00 step=14000, 6.1268 examples/sec lr=0.000100, loss=54.2882, loss_ll=9.17184, loss_ll_paf=15.4166, loss_ll_heat=2.92713, q=1000
[2018-06-28 09:09:03,921] [train] [INFO] epoch=1.00 step=14100, 6.1235 examples/sec lr=0.000100, loss=71.6906, loss_ll=12.525, loss_ll_paf=20.9806, loss_ll_heat=4.06946, q=1000
[2018-06-28 09:13:18,152] [train] [INFO] epoch=1.00 step=14200, 6.1246 examples/sec lr=0.000100, loss=32.7521, loss_ll=5.3671, loss_ll_paf=7.91626, loss_ll_heat=2.81793, q=1000
[2018-06-28 09:17:30,872] [train] [INFO] epoch=1.00 step=14300, 6.1260 examples/sec lr=0.000100, loss=56.6215, loss_ll=10.0439, loss_ll_paf=16.9065, loss_ll_heat=3.18134, q=1000
[2018-06-28 09:21:45,263] [train] [INFO] epoch=1.00 step=14400, 6.1271 examples/sec lr=0.000100, loss=66.7659, loss_ll=11.3759, loss_ll_paf=19.3122, loss_ll_heat=3.43953, q=1000
[2018-06-28 09:25:59,065] [train] [INFO] epoch=1.00 step=14500, 6.1283 examples/sec lr=0.000100, loss=48.9851, loss_ll=8.51281, loss_ll_paf=13.706, loss_ll_heat=3.31962, q=1000
[2018-06-28 09:30:12,715] [train] [INFO] epoch=1.00 step=14600, 6.1295 examples/sec lr=0.000100, loss=48.7738, loss_ll=7.95914, loss_ll_paf=12.7641, loss_ll_heat=3.1542, q=1000
[2018-06-28 09:34:26,999] [train] [INFO] epoch=1.00 step=14700, 6.1306 examples/sec lr=0.000100, loss=48.5183, loss_ll=8.98243, loss_ll_paf=14.447, loss_ll_heat=3.51791, q=1000
[2018-06-28 09:38:41,186] [train] [INFO] epoch=1.00 step=14800, 6.1317 examples/sec lr=0.000100, loss=91.7606, loss_ll=16.0909, loss_ll_paf=28.9863, loss_ll_heat=3.19546, q=1000
[2018-06-28 09:42:56,595] [train] [INFO] epoch=1.00 step=14900, 6.1325 examples/sec lr=0.000100, loss=56.4834, loss_ll=9.56551, loss_ll_paf=16.4103, loss_ll_heat=2.7207, q=1000
[2018-06-28 09:47:13,592] [train] [INFO] epoch=1.00 step=15000, 6.1332 examples/sec lr=0.000100, loss=56.5994, loss_ll=9.33785, loss_ll_paf=16.1699, loss_ll_heat=2.50581, q=1000
[2018-06-28 09:51:53,973] [train] [INFO] epoch=1.00 step=15100, 6.1301 examples/sec lr=0.000100, loss=37.6805, loss_ll=6.07026, loss_ll_paf=10.1928, loss_ll_heat=1.94775, q=1000
[2018-06-28 09:56:06,885] [train] [INFO] epoch=1.00 step=15200, 6.1314 examples/sec lr=0.000100, loss=46.555, loss_ll=7.55462, loss_ll_paf=12.2516, loss_ll_heat=2.85761, q=1000
[2018-06-28 10:00:15,339] [train] [INFO] epoch=2.00 step=15300, 6.1333 examples/sec lr=0.000100, loss=45.3583, loss_ll=8.03571, loss_ll_paf=13.3598, loss_ll_heat=2.71158, q=1000
[2018-06-28 10:04:31,781] [train] [INFO] epoch=2.00 step=15400, 6.1340 examples/sec lr=0.000100, loss=55.4429, loss_ll=10.0894, loss_ll_paf=17.5048, loss_ll_heat=2.67411, q=1000
[2018-06-28 10:08:45,919] [train] [INFO] epoch=2.00 step=15500, 6.1350 examples/sec lr=0.000100, loss=41.5688, loss_ll=7.57361, loss_ll_paf=12.7543, loss_ll_heat=2.39291, q=1000
[2018-06-28 10:12:58,484] [train] [INFO] epoch=2.00 step=15600, 6.1362 examples/sec lr=0.000100, loss=48.8248, loss_ll=8.03212, loss_ll_paf=13.068, loss_ll_heat=2.99623, q=1000
[2018-06-28 10:17:11,048] [train] [INFO] epoch=2.00 step=15700, 6.1375 examples/sec lr=0.000100, loss=71.1322, loss_ll=13.0807, loss_ll_paf=22.4262, loss_ll_heat=3.73517, q=1000
[2018-06-28 10:21:25,032] [train] [INFO] epoch=2.00 step=15800, 6.1385 examples/sec lr=0.000100, loss=56.7962, loss_ll=10.2459, loss_ll_paf=17.335, loss_ll_heat=3.15682, q=1000
[2018-06-28 10:25:37,196] [train] [INFO] epoch=2.00 step=15900, 6.1397 examples/sec lr=0.000100, loss=54.3983, loss_ll=9.1483, loss_ll_paf=14.8954, loss_ll_heat=3.40118, q=1000
[2018-06-28 10:29:47,835] [train] [INFO] epoch=2.00 step=16000, 6.1412 examples/sec lr=0.000100, loss=52.9626, loss_ll=9.44693, loss_ll_paf=15.9423, loss_ll_heat=2.95156, q=1000
[2018-06-28 10:34:28,880] [train] [INFO] epoch=2.00 step=16100, 6.1382 examples/sec lr=0.000100, loss=56.4579, loss_ll=9.77587, loss_ll_paf=16.7358, loss_ll_heat=2.81598, q=1000
[2018-06-28 10:38:38,542] [train] [INFO] epoch=2.00 step=16200, 6.1398 examples/sec lr=0.000100, loss=51.038, loss_ll=9.07988, loss_ll_paf=15.3303, loss_ll_heat=2.8295, q=1000
[2018-06-28 10:42:50,117] [train] [INFO] epoch=2.00 step=16300, 6.1411 examples/sec lr=0.000100, loss=47.4548, loss_ll=8.21237, loss_ll_paf=13.5873, loss_ll_heat=2.83747, q=1000
[2018-06-28 10:47:04,088] [train] [INFO] epoch=2.00 step=16400, 6.1420 examples/sec lr=0.000100, loss=35.8396, loss_ll=6.08034, loss_ll_paf=9.51172, loss_ll_heat=2.64895, q=1000
[2018-06-28 10:51:16,321] [train] [INFO] epoch=2.00 step=16500, 6.1432 examples/sec lr=0.000100, loss=54.8781, loss_ll=9.77162, loss_ll_paf=16.6226, loss_ll_heat=2.92067, q=1000
[2018-06-28 10:55:28,413] [train] [INFO] epoch=2.00 step=16600, 6.1444 examples/sec lr=0.000100, loss=48.2564, loss_ll=8.07219, loss_ll_paf=13.8651, loss_ll_heat=2.2793, q=1000
[2018-06-28 10:59:41,182] [train] [INFO] epoch=2.00 step=16700, 6.1455 examples/sec lr=0.000100, loss=61.8959, loss_ll=11.1624, loss_ll_paf=18.7669, loss_ll_heat=3.5579, q=1000
[2018-06-28 11:03:55,479] [train] [INFO] epoch=2.00 step=16800, 6.1463 examples/sec lr=0.000100, loss=41.1852, loss_ll=7.34959, loss_ll_paf=11.6812, loss_ll_heat=3.01801, q=1000
[2018-06-28 11:08:06,079] [train] [INFO] epoch=2.00 step=16900, 6.1477 examples/sec lr=0.000100, loss=41.209, loss_ll=6.81694, loss_ll_paf=11.3215, loss_ll_heat=2.31234, q=1000
[2018-06-28 11:12:13,698] [train] [INFO] epoch=2.00 step=17000, 6.1494 examples/sec lr=0.000100, loss=46.9181, loss_ll=7.35247, loss_ll_paf=11.4804, loss_ll_heat=3.22452, q=1000
[2018-06-28 11:16:58,137] [train] [INFO] epoch=2.00 step=17100, 6.1461 examples/sec lr=0.000100, loss=39.1564, loss_ll=7.22405, loss_ll_paf=12.2374, loss_ll_heat=2.21073, q=1000
[2018-06-28 11:21:08,704] [train] [INFO] epoch=2.00 step=17200, 6.1474 examples/sec lr=0.000100, loss=44.9253, loss_ll=7.78686, loss_ll_paf=13.0237, loss_ll_heat=2.54998, q=1000
[2018-06-28 11:25:25,315] [train] [INFO] epoch=2.00 step=17300, 6.1479 examples/sec lr=0.000100, loss=58.7147, loss_ll=10.0779, loss_ll_paf=17.0588, loss_ll_heat=3.09698, q=1000
[2018-06-28 11:29:41,498] [train] [INFO] epoch=2.00 step=17400, 6.1485 examples/sec lr=0.000100, loss=55.9698, loss_ll=10.7121, loss_ll_paf=19.3458, loss_ll_heat=2.07842, q=1000
[2018-06-28 11:33:50,748] [train] [INFO] epoch=2.00 step=17500, 6.1500 examples/sec lr=0.000100, loss=34.4034, loss_ll=5.73253, loss_ll_paf=8.87425, loss_ll_heat=2.5908, q=1000
[2018-06-28 11:38:06,141] [train] [INFO] epoch=2.00 step=17600, 6.1506 examples/sec lr=0.000100, loss=49.9022, loss_ll=8.16867, loss_ll_paf=13.5744, loss_ll_heat=2.76296, q=1000

